"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Afternoon workout 💪","30 Aug 2026, 12:02","30 Aug 2026, 13:06","","Incline Bench Press (Dumbbell)",,"",0,"normal",20,9,,,
"Afternoon workout 💪","30 Aug 2026, 12:02","30 Aug 2026, 13:06","","Incline Bench Press (Dumbbell)",,"",1,"normal",20,8,,,
"Afternoon workout 💪","30 Aug 2026, 12:02","30 Aug 2026, 13:06","","Incline Bench Press (Dumbbell)",,"",2,"normal",20,8,,,
"Afternoon workout 💪","30 Aug 2026, 12:02","30 Aug 2026, 13:06","","Leg Press (Machine)",,"",0,"normal",120,10,,,
"Afternoon workout 💪","30 Aug 2026, 12:02","30 Aug 2026, 13:06","","Leg Press (Machine)",,"",1,"normal",120,10,,,
"Afternoon workout 💪","30 Aug 2026, 12:02","30 Aug 2026, 13:06","","Leg Press (Machine)",,"",2,"normal",120,10,,,
"Afternoon workout 💪","30 Aug 2026, 12:02","30 Aug 2026, 13:06","","Lat Pulldown (Cable)",,"",0,"normal",28.5,10,,,
"Afternoon workout 💪","30 Aug 2026, 12:02","30 Aug 2026, 13:06","","Lat Pulldown (Cable)",,"",1,"normal",28.5,9,,,
"Afternoon workout 💪","30 Aug 2026, 12:02","30 Aug 2026, 13:06","","Lat Pulldown (Cable)",,"",2,"normal",28.5,8,,,
"Afternoon workout 💪","30 Aug 2026, 12:02","30 Aug 2026, 13:06","","Lying Leg Curl (Machine)",,"",0,"normal",48.5,10,,,
"Afternoon workout 💪","30 Aug 2026, 12:02","30 Aug 2026, 13:06","","Lying Leg Curl (Machine)",,"",1,"normal",48.5,9,,,
"Afternoon workout 💪","30 Aug 2026, 12:02","30 Aug 2026, 13:06","","Lying Leg Curl (Machine)",,"",2,"normal",48.5,7,,,
"Afternoon workout 💪","30 Aug 2026, 12:02","30 Aug 2026, 13:06","","Overhead Triceps Extension (Cable)",,"",0,"normal",10,10,,,
"Afternoon workout 💪","30 Aug 2026, 12:02","30 Aug 2026, 13:06","","Overhead Triceps Extension (Cable)",,"",1,"normal",10,9,,,
"Afternoon workout 💪","30 Aug 2026, 12:02","30 Aug 2026, 13:06","","Overhead Triceps Extension (Cable)",,"",2,"normal",10,8,,,
"Afternoon workout 💪","30 Aug 2026, 12:02","30 Aug 2026, 13:06","","Shrug (Cable)",,"",0,"normal",31.5,12,,,
"Afternoon workout 💪","30 Aug 2026, 12:02","30 Aug 2026, 13:06","","Shrug (Cable)",,"",1,"normal",31.5,11,,,
"Afternoon workout 💪","30 Aug 2026, 12:02","30 Aug 2026, 13:06","","Shrug (Cable)",,"",2,"normal",31.5,10,,,
"Afternoon workout 💪","30 Aug 2026, 12:02","30 Aug 2026, 13:06","","Seated Incline Curl (Dumbbell)",,"",0,"normal",8,12,,,
"Afternoon workout 💪","30 Aug 2026, 12:02","30 Aug 2026, 13:06","","Seated Incline Curl (Dumbbell)",,"",1,"normal",8,11,,,
"Afternoon workout 💪","30 Aug 2026, 12:02","30 Aug 2026, 13:06","","Seated Incline Curl (Dumbbell)",,"",2,"normal",8,10,,,
"Evening workout 🏋️","19 Aug 2026, 18:52","19 Aug 2026, 19:42","","Incline Bench Press (Dumbbell)",,"",0,"normal",18,12,,,
"Evening workout 🏋️","19 Aug 2026, 18:52","19 Aug 2026, 19:42","","Incline Bench Press (Dumbbell)",,"",1,"normal",18,11,,,
"Evening workout 🏋️","19 Aug 2026, 18:52","19 Aug 2026, 19:42","","Incline Bench Press (Dumbbell)",,"",2,"normal",18,9,,,
"Evening workout 🏋️","19 Aug 2026, 18:52","19 Aug 2026, 19:42","","Lat Pulldown (Cable)",,"",0,"normal",28.5,12,,,
"Evening workout 🏋️","19 Aug 2026, 18:52","19 Aug 2026, 19:42","","Lat Pulldown (Cable)",,"",1,"normal",28.5,11,,,
"Evening workout 🏋️","19 Aug 2026, 18:52","19 Aug 2026, 19:42","","Lat Pulldown (Cable)",,"",2,"normal",28.5,7,,,
"Evening workout 🏋️","19 Aug 2026, 18:52","19 Aug 2026, 19:42","","Overhead Triceps Extension (Cable)",,"",0,"normal",10,10,,,
"Evening workout 🏋️","19 Aug 2026, 18:52","19 Aug 2026, 19:42","","Overhead Triceps Extension (Cable)",,"",1,"normal",10,8,,,
"Evening workout 🏋️","19 Aug 2026, 18:52","19 Aug 2026, 19:42","","Overhead Triceps Extension (Cable)",,"",2,"normal",10,7,,,
"Evening workout 🏋️","19 Aug 2026, 18:52","19 Aug 2026, 19:42","","Shrug (Cable)",,"",0,"normal",28,10,,,
"Evening workout 🏋️","19 Aug 2026, 18:52","19 Aug 2026, 19:42","","Shrug (Cable)",,"",1,"normal",28,10,,,
"Evening workout 🏋️","19 Aug 2026, 18:52","19 Aug 2026, 19:42","","Shrug (Cable)",,"",2,"normal",28,10,,,
"Evening workout 🏋️","19 Aug 2026, 18:52","19 Aug 2026, 19:42","","Lateral Raise (Cable)",,"",0,"normal",2.5,11,,,
"Evening workout 🏋️","19 Aug 2026, 18:52","19 Aug 2026, 19:42","","Lateral Raise (Cable)",,"",1,"normal",2.5,11,,,
"Evening workout 🏋️","19 Aug 2026, 18:52","19 Aug 2026, 19:42","","Lateral Raise (Cable)",,"",2,"normal",2.5,11,,,
"Evening workout 🏋️","19 Aug 2026, 18:52","19 Aug 2026, 19:42","","Chest Fly (Machine)",,"",0,"normal",55,10,,,
"Evening workout 🏋️","19 Aug 2026, 18:52","19 Aug 2026, 19:42","","Chest Fly (Machine)",,"",1,"normal",55,9,,,
"Evening workout 🏋️","19 Aug 2026, 18:52","19 Aug 2026, 19:42","","Chest Fly (Machine)",,"",2,"normal",55,6,,,
"Evening workout 🏋️","19 Aug 2026, 18:52","19 Aug 2026, 19:42","","Seated Incline Curl (Dumbbell)",,"",0,"normal",9,10,,,
"Evening workout 🏋️","19 Aug 2026, 18:52","19 Aug 2026, 19:42","","Seated Incline Curl (Dumbbell)",,"",1,"normal",9,9,,,
"Evening workout 🏋️","19 Aug 2026, 18:52","19 Aug 2026, 19:42","","Seated Incline Curl (Dumbbell)",,"",2,"normal",8,8,,,
"Evening workout 🏋️","17 Aug 2026, 18:28","17 Aug 2026, 19:05","","Chest Fly (Machine)",,"",0,"normal",55,11,,,
"Evening workout 🏋️","17 Aug 2026, 18:28","17 Aug 2026, 19:05","","Chest Fly (Machine)",,"",1,"normal",55,9,,,
"Evening workout 🏋️","17 Aug 2026, 18:28","17 Aug 2026, 19:05","","Chest Fly (Machine)",,"",2,"normal",55,8,,,
"Evening workout 🏋️","17 Aug 2026, 18:28","17 Aug 2026, 19:05","","Hip Abduction (Machine)",,"",0,"normal",71.25,16,,,
"Evening workout 🏋️","17 Aug 2026, 18:28","17 Aug 2026, 19:05","","Hip Abduction (Machine)",,"",1,"normal",71.25,16,,,
"Evening workout 🏋️","17 Aug 2026, 18:28","17 Aug 2026, 19:05","","Hip Abduction (Machine)",,"",2,"normal",71.25,16,,,
"Evening workout 🏋️","17 Aug 2026, 18:28","17 Aug 2026, 19:05","","Overhead Triceps Extension (Cable)",,"",0,"normal",10,9,,,
"Evening workout 🏋️","17 Aug 2026, 18:28","17 Aug 2026, 19:05","","Overhead Triceps Extension (Cable)",,"",1,"normal",10,8,,,
"Evening workout 🏋️","17 Aug 2026, 18:28","17 Aug 2026, 19:05","","Overhead Triceps Extension (Cable)",,"",2,"normal",10,7,,,
"Evening workout 🏋️","17 Aug 2026, 18:28","17 Aug 2026, 19:05","","Face Pull",,"",0,"normal",24,10,,,
"Evening workout 🏋️","17 Aug 2026, 18:28","17 Aug 2026, 19:05","","Face Pull",,"",1,"normal",24,9,,,
"Evening workout 🏋️","17 Aug 2026, 18:28","17 Aug 2026, 19:05","","Face Pull",,"",2,"normal",24,8,,,
"Evening workout 🏋️","17 Aug 2026, 18:28","17 Aug 2026, 19:05","","Lateral Raise (Cable)",,"Metal d ring",0,"normal",2.5,10,,,
"Evening workout 🏋️","17 Aug 2026, 18:28","17 Aug 2026, 19:05","","Lateral Raise (Cable)",,"Metal d ring",1,"normal",2.5,10,,,
"Evening workout 🏋️","17 Aug 2026, 18:28","17 Aug 2026, 19:05","","Lateral Raise (Cable)",,"Metal d ring",2,"normal",2.5,8,,,
"Evening workout 🏋️","17 Aug 2026, 18:28","17 Aug 2026, 19:05","","Bicep Curl (Cable)",,"",0,"normal",7.5,9,,,
"Evening workout 🏋️","17 Aug 2026, 18:28","17 Aug 2026, 19:05","","Bicep Curl (Cable)",,"",1,"normal",7.5,8,,,
"Evening workout 🏋️","17 Aug 2026, 18:28","17 Aug 2026, 19:05","","Bicep Curl (Cable)",,"",2,"normal",7.5,7,,,
"Evening workout 🏋️","17 Aug 2026, 18:28","17 Aug 2026, 19:05","","Iso-Lateral Chest Press (Machine)",,"",0,"normal",15,10,,,
"Evening workout 🏋️","17 Aug 2026, 18:28","17 Aug 2026, 19:05","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",15,8,,,
"Morning workout ☀️","15 Aug 2026, 09:18","15 Aug 2026, 10:12","","Incline Bench Press (Dumbbell)",,"",0,"normal",18,11,,,
"Morning workout ☀️","15 Aug 2026, 09:18","15 Aug 2026, 10:12","","Incline Bench Press (Dumbbell)",,"",1,"normal",18,11,,,
"Morning workout ☀️","15 Aug 2026, 09:18","15 Aug 2026, 10:12","","Incline Bench Press (Dumbbell)",,"",2,"normal",18,10,,,
"Morning workout ☀️","15 Aug 2026, 09:18","15 Aug 2026, 10:12","","Lying Leg Curl (Machine)",,"",0,"normal",46,10,,,
"Morning workout ☀️","15 Aug 2026, 09:18","15 Aug 2026, 10:12","","Lying Leg Curl (Machine)",,"",1,"normal",46,9,,,
"Morning workout ☀️","15 Aug 2026, 09:18","15 Aug 2026, 10:12","","Lying Leg Curl (Machine)",,"",2,"normal",46,8,,,
"Morning workout ☀️","15 Aug 2026, 09:18","15 Aug 2026, 10:12","","Lat Pulldown (Cable)",,"",0,"normal",28.5,12,,,
"Morning workout ☀️","15 Aug 2026, 09:18","15 Aug 2026, 10:12","","Lat Pulldown (Cable)",,"",1,"normal",28.5,10,,,
"Morning workout ☀️","15 Aug 2026, 09:18","15 Aug 2026, 10:12","","Lat Pulldown (Cable)",,"",2,"normal",28.5,8,,,
"Morning workout ☀️","15 Aug 2026, 09:18","15 Aug 2026, 10:12","","Chest Fly (Machine)",,"",0,"normal",55,10,,,
"Morning workout ☀️","15 Aug 2026, 09:18","15 Aug 2026, 10:12","","Chest Fly (Machine)",,"",1,"normal",55,8,,,
"Morning workout ☀️","15 Aug 2026, 09:18","15 Aug 2026, 10:12","","Chest Fly (Machine)",,"",2,"normal",55,7,,,
"Morning workout ☀️","15 Aug 2026, 09:18","15 Aug 2026, 10:12","","Overhead Triceps Extension (Cable)",,"",0,"normal",10,10,,,
"Morning workout ☀️","15 Aug 2026, 09:18","15 Aug 2026, 10:12","","Overhead Triceps Extension (Cable)",,"",1,"normal",10,9,,,
"Morning workout ☀️","15 Aug 2026, 09:18","15 Aug 2026, 10:12","","Overhead Triceps Extension (Cable)",,"",2,"normal",10,8,,,
"Morning workout ☀️","15 Aug 2026, 09:18","15 Aug 2026, 10:12","","Bicep Curl (Cable)",,"",0,"normal",15,11,,,
"Morning workout ☀️","15 Aug 2026, 09:18","15 Aug 2026, 10:12","","Bicep Curl (Cable)",,"",1,"normal",15,10,,,
"Morning workout ☀️","15 Aug 2026, 09:18","15 Aug 2026, 10:12","","Bicep Curl (Cable)",,"",2,"normal",7.5,8,,,
"Evening workout 🏋️","12 Aug 2026, 18:34","12 Aug 2026, 19:27","","Incline Bench Press (Dumbbell)",,"",0,"normal",18,11,,,
"Evening workout 🏋️","12 Aug 2026, 18:34","12 Aug 2026, 19:27","","Incline Bench Press (Dumbbell)",,"",1,"normal",18,11,,,
"Evening workout 🏋️","12 Aug 2026, 18:34","12 Aug 2026, 19:27","","Incline Bench Press (Dumbbell)",,"",2,"normal",18,9,,,
"Evening workout 🏋️","12 Aug 2026, 18:34","12 Aug 2026, 19:27","","Leg Extension (Machine)",,"Slight knee pain last week and during exercise, so stopped",0,"normal",63.75,7,,,
"Evening workout 🏋️","12 Aug 2026, 18:34","12 Aug 2026, 19:27","","Leg Press (Machine)",,"",0,"normal",140,10,,,
"Evening workout 🏋️","12 Aug 2026, 18:34","12 Aug 2026, 19:27","","Leg Press (Machine)",,"",1,"normal",140,10,,,
"Evening workout 🏋️","12 Aug 2026, 18:34","12 Aug 2026, 19:27","","Leg Press (Machine)",,"",2,"normal",140,9,,,
"Evening workout 🏋️","12 Aug 2026, 18:34","12 Aug 2026, 19:27","","Iso-Lateral Row (Machine)",,"",0,"normal",40,10,,,
"Evening workout 🏋️","12 Aug 2026, 18:34","12 Aug 2026, 19:27","","Iso-Lateral Row (Machine)",,"",1,"normal",40,9,,,
"Evening workout 🏋️","12 Aug 2026, 18:34","12 Aug 2026, 19:27","","Iso-Lateral Row (Machine)",,"",2,"normal",40,9,,,
"Evening workout 🏋️","12 Aug 2026, 18:34","12 Aug 2026, 19:27","","Lateral Raise (Cable)",,"",0,"normal",2.5,15,,,
"Evening workout 🏋️","12 Aug 2026, 18:34","12 Aug 2026, 19:27","","Lateral Raise (Cable)",,"",1,"normal",2.5,13,,,
"Evening workout 🏋️","12 Aug 2026, 18:34","12 Aug 2026, 19:27","","Lateral Raise (Cable)",,"",2,"normal",2.5,9,,,
"Evening workout 🏋️","12 Aug 2026, 18:34","12 Aug 2026, 19:27","","Bicep Curl (Cable)",,"",0,"normal",7.5,11,,,
"Evening workout 🏋️","12 Aug 2026, 18:34","12 Aug 2026, 19:27","","Bicep Curl (Cable)",,"",1,"normal",7.5,9,,,
"Evening workout 🏋️","12 Aug 2026, 18:34","12 Aug 2026, 19:27","","Bicep Curl (Cable)",,"",2,"normal",7.5,8,,,
"Evening workout 🏋️","12 Aug 2026, 18:34","12 Aug 2026, 19:27","","Overhead Triceps Extension (Cable)",,"",0,"normal",10,11,,,
"Evening workout 🏋️","12 Aug 2026, 18:34","12 Aug 2026, 19:27","","Overhead Triceps Extension (Cable)",,"",1,"normal",10,7,,,
"Evening workout 🏋️","12 Aug 2026, 18:34","12 Aug 2026, 19:27","","Overhead Triceps Extension (Cable)",,"",2,"normal",10,6,,,
"Evening workout 🏋️","12 Aug 2026, 18:34","12 Aug 2026, 19:27","","Shrug (Cable)",,"",0,"normal",24.5,10,,,
"Evening workout 🏋️","12 Aug 2026, 18:34","12 Aug 2026, 19:27","","Shrug (Cable)",,"",1,"normal",24.5,10,,,
"Evening workout 🏋️","12 Aug 2026, 18:34","12 Aug 2026, 19:27","","Shrug (Cable)",,"",2,"normal",24.5,10,,,
"Afternoon workout 💪","3 Aug 2026, 18:11","3 Aug 2026, 18:52","","Incline Bench Press (Dumbbell)",,"",0,"normal",18,10,,,
"Afternoon workout 💪","3 Aug 2026, 18:11","3 Aug 2026, 18:52","","Incline Bench Press (Dumbbell)",,"",1,"normal",18,10,,,
"Afternoon workout 💪","3 Aug 2026, 18:11","3 Aug 2026, 18:52","","Incline Bench Press (Dumbbell)",,"",2,"normal",18,10,,,
"Afternoon workout 💪","3 Aug 2026, 18:11","3 Aug 2026, 18:52","","Leg Press (Machine)",,"",0,"normal",140,9,,,
"Afternoon workout 💪","3 Aug 2026, 18:11","3 Aug 2026, 18:52","","Leg Press (Machine)",,"",1,"normal",140,8,,,
"Afternoon workout 💪","3 Aug 2026, 18:11","3 Aug 2026, 18:52","","Leg Press (Machine)",,"",2,"normal",130,8,,,
"Afternoon workout 💪","3 Aug 2026, 18:11","3 Aug 2026, 18:52","","Chest Fly (Machine)",,"",0,"normal",57.5,9,,,
"Afternoon workout 💪","3 Aug 2026, 18:11","3 Aug 2026, 18:52","","Chest Fly (Machine)",,"",1,"normal",57.5,8,,,
"Afternoon workout 💪","3 Aug 2026, 18:11","3 Aug 2026, 18:52","","Chest Fly (Machine)",,"",2,"normal",55,7,,,
"Afternoon workout 💪","3 Aug 2026, 18:11","3 Aug 2026, 18:52","","Lateral Raise (Cable)",,"",0,"normal",2.5,15,,,
"Afternoon workout 💪","3 Aug 2026, 18:11","3 Aug 2026, 18:52","","Lateral Raise (Cable)",,"",1,"normal",2.5,12,,,
"Afternoon workout 💪","3 Aug 2026, 18:11","3 Aug 2026, 18:52","","Lateral Raise (Cable)",,"",2,"normal",2.5,9,,,
"Afternoon workout 💪","3 Aug 2026, 18:11","3 Aug 2026, 18:52","","Bicep Curl (Cable)",,"",0,"normal",7.5,10,,,
"Afternoon workout 💪","3 Aug 2026, 18:11","3 Aug 2026, 18:52","","Bicep Curl (Cable)",,"",1,"normal",7.5,9,,,
"Afternoon workout 💪","3 Aug 2026, 18:11","3 Aug 2026, 18:52","","Bicep Curl (Cable)",,"",2,"normal",7.5,8,,,
"Afternoon workout 💪","3 Aug 2026, 18:11","3 Aug 2026, 18:52","","Overhead Triceps Extension (Cable)",,"",0,"normal",10,11,,,
"Afternoon workout 💪","3 Aug 2026, 18:11","3 Aug 2026, 18:52","","Overhead Triceps Extension (Cable)",,"",1,"normal",10,7,,,
"Afternoon workout 💪","3 Aug 2026, 18:11","3 Aug 2026, 18:52","","Overhead Triceps Extension (Cable)",,"",2,"normal",10,6,,,
"Afternoon workout 💪","1 Aug 2026, 13:16","1 Aug 2026, 14:04","","Lat Pulldown (Cable)",,"Machine next to scale",0,"normal",28.5,12,,,
"Afternoon workout 💪","1 Aug 2026, 13:16","1 Aug 2026, 14:04","","Lat Pulldown (Cable)",,"Machine next to scale",1,"normal",28.5,9,,,
"Afternoon workout 💪","1 Aug 2026, 13:16","1 Aug 2026, 14:04","","Lat Pulldown (Cable)",,"Machine next to scale",2,"normal",28.5,8,,,
"Afternoon workout 💪","1 Aug 2026, 13:16","1 Aug 2026, 14:04","","Leg Press (Machine)",,"",0,"normal",130,10,,,
"Afternoon workout 💪","1 Aug 2026, 13:16","1 Aug 2026, 14:04","","Leg Press (Machine)",,"",1,"normal",130,9,,,
"Afternoon workout 💪","1 Aug 2026, 13:16","1 Aug 2026, 14:04","","Leg Press (Machine)",,"",2,"normal",130,9,,,
"Afternoon workout 💪","1 Aug 2026, 13:16","1 Aug 2026, 14:04","","Chest Fly (Machine)",,"",0,"normal",55,10,,,
"Afternoon workout 💪","1 Aug 2026, 13:16","1 Aug 2026, 14:04","","Chest Fly (Machine)",,"",1,"normal",55,9,,,
"Afternoon workout 💪","1 Aug 2026, 13:16","1 Aug 2026, 14:04","","Chest Fly (Machine)",,"",2,"normal",55,8,,,
"Afternoon workout 💪","1 Aug 2026, 13:16","1 Aug 2026, 14:04","","Face Pull",,"",0,"normal",21,12,,,
"Afternoon workout 💪","1 Aug 2026, 13:16","1 Aug 2026, 14:04","","Face Pull",,"",1,"normal",21,12,,,
